num of nodes, num of messages, latency ns
3, 2, 655
3, 1, 818
3, 2, 1063
3, 2, 782
3, 1, 995
3, 2, 37237
3, 2, 36985
3, 1, 1201
3, 2, 1074
3, 2, 642
3, 1, 1063
3, 2, 1097
3, 2, 822
3, 1, 1004
3, 2, 828
3, 2, 664
3, 1, 1055
3, 2, 943
3, 2, 808
3, 1, 1475
3, 2, 1092
3, 2, 813
3, 1, 1125
3, 2, 1003
3, 2, 701
3, 1, 1018
3, 2, 975
3, 2, 661
3, 1, 1010
3, 2, 1327
3, 2, 1143
3, 1, 1025
3, 2, 995
3, 2, 889
3, 1, 1253
3, 2, 1100
3, 2, 814
3, 1, 1038
3, 2, 921
3, 2, 738
3, 1, 1004
3, 2, 961
3, 2, 554
3, 1, 789
3, 2, 883
3, 2, 763
3, 1, 907
3, 2, 899
3, 2, 728
3, 1, 895
3, 2, 948
3, 2, 723
3, 1, 1113
3, 2, 1042
3, 2, 830
3, 1, 1095
3, 2, 993
3, 2, 670
3, 1, 30177
3, 2, 951
3, 2, 825
3, 1, 976
3, 2, 1053
3, 2, 809
3, 1, 1047
3, 2, 1037
3, 2, 718
3, 1, 965
3, 2, 1080
3, 2, 854
3, 1, 975
3, 2, 803
3, 2, 727
3, 1, 970
3, 2, 861
3, 2, 798
3, 1, 1175
3, 2, 1007
3, 2, 643
3, 1, 938
3, 2, 1005
3, 2, 759
3, 1, 36871
3, 2, 1028
3, 2, 713
3, 1, 1061
3, 2, 1145
3, 2, 915
3, 1, 1219
3, 2, 965
3, 2, 794
3, 1, 1033
3, 2, 991
3, 2, 784
3, 1, 925
3, 2, 1034
3, 2, 758
3, 1, 931
3, 2, 1369
3, 2, 1259
3, 1, 33149
3, 2, 1098
3, 2, 811
3, 1, 973
3, 2, 1025
3, 2, 849
3, 1, 1021
3, 2, 1270
3, 2, 765
3, 1, 864
3, 2, 1103
3, 2, 829
3, 1, 1260
3, 2, 962
3, 2, 808
3, 1, 1013
3, 2, 1021
3, 2, 698
3, 1, 1357
3, 2, 878
3, 2, 894
3, 1, 1418
3, 2, 969
3, 2, 753
3, 1, 1166
3, 2, 1006
3, 2, 735
3, 1, 1135
3, 2, 859
3, 2, 684
3, 1, 1153
3, 2, 1047
3, 2, 744
3, 1, 1297
3, 2, 1436
3, 2, 715
3, 1, 745
3, 2, 1022
3, 2, 786
3, 1, 966
3, 2, 1361
3, 2, 1022
3, 1, 946
3, 2, 1378
3, 2, 765
3, 1, 1125
3, 2, 977
3, 2, 788
3, 1, 971
3, 2, 978
3, 2, 789
3, 1, 783
3, 2, 1038
3, 2, 712
3, 1, 1196
3, 2, 1009
3, 2, 817
3, 1, 1298
3, 2, 983
3, 2, 909
3, 1, 1054
3, 2, 1084
3, 2, 702
3, 1, 1538
3, 2, 1025
3, 2, 704
3, 1, 1018
3, 2, 1039
3, 2, 752
3, 1, 984
3, 2, 1094
3, 2, 791
3, 1, 887
3, 2, 1187
3, 2, 857
3, 1, 1053
3, 2, 1111
3, 2, 657
3, 1, 1380
3, 2, 890
3, 2, 686
3, 1, 1064
3, 2, 792
3, 2, 608
3, 1, 1175
3, 2, 971
3, 2, 736
3, 1, 1392
3, 2, 1018
3, 2, 828
3, 1, 992
3, 2, 942
3, 2, 729
3, 1, 908
3, 2, 1056
3, 2, 760
3, 1, 943
3, 2, 1075
3, 2, 820
3, 1, 1122
3, 2, 1153
3, 2, 832
3, 1, 1029
3, 2, 965
3, 2, 787
3, 1, 859
3, 2, 950
3, 2, 688
3, 1, 1058
3, 2, 1133
3, 2, 864
3, 1, 1746
3, 2, 1021
3, 2, 829
3, 1, 1068
3, 2, 1125
3, 2, 792
3, 1, 1163
3, 2, 935
3, 2, 606
3, 1, 2885
3, 2, 1046
3, 2, 890
3, 1, 1041
3, 2, 1226
3, 2, 956
3, 1, 1419
3, 2, 1087
3, 2, 794
3, 1, 1378
3, 2, 899
3, 2, 772
3, 1, 1200
3, 2, 1105
3, 2, 903
3, 1, 1349
3, 2, 1159
3, 2, 882
3, 1, 924
3, 2, 1009
3, 2, 757
3, 1, 1156
3, 2, 1004
3, 2, 793
3, 1, 1003
3, 2, 1011
3, 2, 750
3, 1, 1053
3, 2, 982
3, 2, 756
3, 1, 1047
3, 2, 925
3, 2, 754
3, 1, 1369
3, 2, 922
3, 2, 769
3, 1, 822
3, 2, 1268
3, 2, 978
3, 1, 917
3, 2, 1443
3, 2, 855
3, 1, 907
3, 2, 974
3, 2, 785
3, 1, 1038
3, 2, 1084
3, 2, 844
3, 1, 1161
3, 2, 1197
3, 2, 1179
3, 1, 1283
end of: 2 nodes ring test
2, 1, 875
2, 1, 1975
2, 1, 761
2, 1, 899
2, 1, 722
2, 1, 735
2, 1, 687
2, 1, 558
2, 1, 698
2, 1, 1195
2, 1, 636
2, 1, 669
2, 1, 824
2, 1, 783
2, 1, 1121
2, 1, 819
2, 1, 856
2, 1, 797
2, 1, 663
2, 1, 699
2, 1, 764
2, 1, 608
2, 1, 720
2, 1, 677
2, 1, 836
2, 1, 640
2, 1, 708
2, 1, 754
2, 1, 673
2, 1, 747
2, 1, 797
2, 1, 1028
2, 1, 1084
2, 1, 765
2, 1, 815
2, 1, 669
2, 1, 689
2, 1, 761
2, 1, 662
2, 1, 781
2, 1, 705
2, 1, 768
2, 1, 696
2, 1, 907
2, 1, 645
2, 1, 719
2, 1, 595
2, 1, 524
2, 1, 679
2, 1, 574
2, 1, 695
2, 1, 727
2, 1, 721
2, 1, 790
2, 1, 709
2, 1, 697
2, 1, 721
2, 1, 802
2, 1, 681
2, 1, 727
2, 1, 713
2, 1, 681
2, 1, 843
2, 1, 614
2, 1, 550
2, 1, 903
2, 1, 758
2, 1, 681
2, 1, 877
2, 1, 724
2, 1, 709
2, 1, 639
2, 1, 778
2, 1, 610
2, 1, 764
2, 1, 812
2, 1, 759
2, 1, 752
2, 1, 844
2, 1, 804
2, 1, 631
2, 1, 795
2, 1, 615
2, 1, 650
2, 1, 580
2, 1, 721
2, 1, 758
2, 1, 911
2, 1, 639
2, 1, 908
2, 1, 709
2, 1, 591
2, 1, 596
2, 1, 756
2, 1, 537
2, 1, 681
2, 1, 916
2, 1, 786
2, 1, 35598
2, 1, 838
end of: 1 nodes ring test
