buffer size, load %, const latency ms, latency ns
10, 10, 10, 19524197
10, 10, 10, 17328951
10, 10, 10, 17035127
10, 10, 10, 20326497
10, 10, 10, 15264872
10, 10, 10, 17696200
10, 10, 10, 12668354
10, 10, 10, 16406451
10, 10, 10, 14374867
10, 10, 10, 15016795
10, 10, 10, 15246577
10, 10, 10, 18789856
10, 10, 10, 22266161
10, 10, 10, 10927480
10, 10, 10, 18542098
10, 10, 10, 12829605
10, 10, 10, 16527093
10, 10, 10, 14996241
10, 10, 10, 15151341
10, 10, 10, 16191768
10, 10, 10, 14080943
10, 10, 10, 14951799
10, 10, 10, 18168908
10, 10, 10, 15778354
10, 10, 10, 23049340
10, 10, 10, 21139897
10, 10, 10, 15025561
10, 10, 10, 18081500
10, 10, 10, 12201289
10, 10, 10, 17235997
10, 10, 10, 18060241
10, 10, 10, 17930176
10, 10, 10, 18238560
10, 10, 10, 22617758
10, 10, 10, 20323046
10, 10, 10, 15154410
10, 10, 10, 16228232
10, 10, 10, 18155221
10, 10, 10, 15692273
10, 10, 10, 17232308
10, 10, 10, 14754961
10, 10, 10, 17393685
10, 10, 10, 19223613
10, 10, 10, 14212311
10, 10, 10, 15867338
10, 10, 10, 15438398
10, 10, 10, 17864016
10, 10, 10, 17288083
10, 10, 10, 12752000
10, 10, 10, 19339174
10, 10, 10, 17896091
10, 10, 10, 15107913
10, 10, 10, 11806893
10, 10, 10, 18087950
10, 10, 10, 16717541
10, 10, 10, 15971911
10, 10, 10, 14042741
10, 10, 10, 18200454
10, 10, 10, 17948293
10, 10, 10, 19928872
10, 10, 10, 14808327
10, 10, 10, 21229221
10, 10, 10, 22533655
10, 10, 10, 19048103
10, 10, 10, 19845347
10, 10, 10, 17585671
10, 10, 10, 17922251
10, 10, 10, 18855545
10, 10, 10, 14697738
10, 10, 10, 14837453
10, 10, 10, 14537361
10, 10, 10, 16135300
10, 10, 10, 15616639
10, 10, 10, 18278411
10, 10, 10, 19150065
10, 10, 10, 17759056
10, 10, 10, 14722753
10, 10, 10, 16584249
10, 10, 10, 20077306
10, 10, 10, 21668616
10, 10, 10, 19304442
10, 10, 10, 18511305
10, 10, 10, 14630438
10, 10, 10, 16547761
10, 10, 10, 15658901
10, 10, 10, 18268038
10, 10, 10, 8213678
10, 10, 10, 15971272
10, 10, 10, 14445562
10, 10, 10, 19826083
10, 10, 10, 14746401
10, 10, 10, 17925701
10, 10, 10, 16026728
10, 10, 10, 15822747
10, 10, 10, 14710863
10, 10, 10, 14605648
10, 10, 10, 18100716
